term,best_rank,worst_rank,median_rank,months_present,first_month,last_month,trend_ratio,is_category,seeds,themes
goth corset,113205.0,158646.0,135925.5,2,2025-09,2025-10,,False,goth,风格审美
bible verse mapping journal,113360.0,113360.0,113360.0,1,2025-06,2025-06,,False,bible verse,宗教扩展
black shorts y2k,113376.0,113376.0,113376.0,1,2025-10,2025-10,,False,y2k,风格审美
mental health awareness,113455.0,150817.0,132136.0,2,2025-04,2025-05,,False,awareness;mental health,心理健康;疾病康复
y2k long sleeve top,113812.0,155806.0,137708.5,4,2025-09,2025-12,,False,y2k,风格审美
y2k bathing suit,113841.0,170965.0,159766.0,3,2025-05,2025-07,,False,y2k,风格审美
comfort hoodie for anxiety,113884.0,126587.0,120235.5,2,2025-01,2025-02,,False,anxiety,心理健康
hoodie y2k,113977.0,193317.0,162864.5,6,2025-02,2025-12,0.763794783540286,False,y2k,风格审美
y2k halter top,114418.0,167886.0,145949.5,6,2025-04,2025-09,1.139959238732002,False,y2k,风格审美
mosquito repellent lotion,114570.0,193841.0,161086.0,4,2025-05,2025-08,,False,mosquito repellent,功能康复珠宝
breast cancer awareness stickers,114617.0,155699.0,135158.0,2,2025-09,2025-10,,False,awareness,疾病康复
cartilage hoop,114631.0,195556.0,168780.0,12,2025-01,2025-12,0.8368714056727891,False,cartilage,身体珠宝穿孔
men's military & tactical boots,114648.0,177696.0,144185.0,5,2025-01,2025-05,,False,military,军警职业
posters y2k,114678.0,178926.0,148790.0,8,2025-01,2025-08,0.727395707652371,False,y2k,风格审美
shamrock headband,114700.0,114700.0,114700.0,1,2025-03,2025-03,,False,shamrock,宗教扩展
medical alert systems for seniors,114826.0,189564.0,146042.0,10,2025-01,2025-10,1.4891249925746146,False,medical alert,功能康复珠宝
goth car accessories,114945.0,192303.0,138510.0,10,2025-01,2025-10,1.0014477353283078,False,goth,风格审美
retirement decorations for women,114973.0,188336.0,163259.0,5,2025-02,2025-06,,False,retirement,成就节点
faith sweatshirts for women,115015.0,181731.0,165654.5,4,2025-09,2025-12,,False,faith,信仰精神
kids military costume,115109.0,115109.0,115109.0,1,2025-10,2025-10,,False,military,军警职业
little mermaid costume for girls,115165.0,115165.0,115165.0,1,2025-10,2025-10,,False,mermaid,风格审美
2025 engagement ornament,115404.0,122722.0,119063.0,2,2025-11,2025-12,,False,engagement,承诺誓约
mental health posters,115474.0,115474.0,115474.0,1,2025-08,2025-08,,False,mental health,心理健康
garmont boots military,115907.0,185332.0,134744.5,12,2025-01,2025-12,1.0974526453298499,False,military,军警职业
goth stickers,115979.0,189941.0,162414.5,12,2025-01,2025-12,1.2096169180100538,False,goth,风格审美
gothic christmas,116024.0,116024.0,116024.0,1,2025-11,2025-11,,False,gothic,风格审美
little mermaid dress,116596.0,167668.0,129968.0,8,2025-01,2025-08,1.115593647251735,False,mermaid,风格审美
my best friends exorcism,116605.0,198569.0,127572.0,4,2025-06,2025-09,,False,best friend*,关系联结
prayer journal for women,116609.0,176687.0,127299.0,3,2025-01,2025-12,,False,prayer,信仰精神
7 steps to inner child recovery free book,116756.0,116756.0,116756.0,1,2025-04,2025-04,,False,recovery,戒断康复
y2k hat,117051.0,177015.0,162204.5,12,2025-01,2025-12,0.93304489554008,False,y2k,风格审美
ashes for ash wednesday,117057.0,117057.0,117057.0,1,2025-02,2025-02,,False,ashes,纪念哀悼
inner child recovery workbook,117221.0,180590.0,148573.5,4,2025-05,2025-08,,False,recovery,戒断康复
anxiety supplements,117377.0,197388.0,142993.0,10,2025-01,2025-10,1.395035782803557,False,anxiety,心理健康
prayer quilt,117488.0,184447.0,148212.0,3,2025-09,2025-12,,False,prayer,信仰精神
sexy nurse lingerie for women,117495.0,158879.0,142774.5,10,2025-01,2025-10,0.9314507467816076,False,nurse,军警职业
mermaid party,117622.0,188379.0,139959.0,6,2025-01,2025-08,0.6641982465831342,False,mermaid,风格审美
military legos,117640.0,144570.0,131105.0,2,2025-11,2025-12,,False,military,军警职业
gothic bedding,117701.0,193951.0,167181.0,7,2025-01,2025-11,0.9493688137787697,False,gothic,风格审美
lovense bluetooth viboators women long distance,117781.0,173141.0,134273.0,5,2025-08,2025-12,,False,long distance,关系联结
y2k halloween costumes,117837.0,117837.0,117837.0,1,2025-10,2025-10,,False,y2k,风格审美
friendship blu ray,118035.0,118035.0,118035.0,1,2025-08,2025-08,,False,friendship,关系联结
fantasy football decorations,118035.0,118035.0,118035.0,1,2025-08,2025-08,,False,fantasy football,运动兴趣
proud dad of a 2025 graduate shirt,118136.0,118136.0,118136.0,1,2025-05,2025-05,,False,graduate,成就节点
a very merry christmas prayer,118172.0,175666.0,146919.0,2,2025-10,2025-11,,False,prayer,信仰精神
mosquito repellent coils,118415.0,166014.0,127289.0,3,2025-06,2025-08,,False,mosquito repellent,功能康复珠宝
breaking4: faith kipyegon vs. the 4-minute mile,118473.0,118473.0,118473.0,1,2025-06,2025-06,,False,faith,信仰精神
suitical recovery suit for dogs,118528.0,173886.0,146847.0,10,2025-01,2025-10,1.316591262277136,False,recovery,戒断康复
shamrock decor,119009.0,119009.0,119009.0,1,2025-02,2025-02,,False,shamrock,宗教扩展
shamrock st johns jersey,119150.0,119150.0,119150.0,1,2025-10,2025-10,,False,shamrock,宗教扩展
nurse accessories,119282.0,199321.0,153552.0,11,2025-01,2025-12,0.927081184157054,False,nurse,军警职业
best friend christmas card,119394.0,119394.0,119394.0,1,2025-12,2025-12,,False,best friend*,关系联结
father son matching swim trunks,119684.0,199931.0,159807.5,2,2025-05,2025-06,,False,father son,关系联结
magnesium for sleep and anxiety,119768.0,198048.0,164991.5,8,2025-01,2025-10,1.3012623778850918,False,anxiety,心理健康
jackets y2k,119933.0,183994.0,165551.0,5,2025-07,2025-12,,False,y2k,风格审美
1st communion decorations,120153.0,120153.0,120153.0,1,2025-04,2025-04,,False,communion,身份仪式
shamrock face stickers,120215.0,120215.0,120215.0,1,2025-03,2025-03,,False,shamrock,宗教扩展
how to be a saint,120402.0,120402.0,120402.0,1,2025-09,2025-09,,False,saint,信仰精神
military duffle bag,120536.0,198001.0,140703.0,11,2025-01,2025-12,1.2543644328590564,False,military,军警职业
gothic bathroom decor,120673.0,181908.0,167386.0,10,2025-01,2025-10,0.808382312213435,False,gothic,风格审美
evil eye keychain,120726.0,197220.0,154635.0,11,2025-01,2025-12,0.7922912549605565,False,evil eye,信仰精神
why your my best friend book,120865.0,120865.0,120865.0,1,2025-09,2025-09,,False,best friend*,关系联结
deet mosquito repellent travel size,120877.0,193563.0,124911.0,3,2025-02,2025-04,,False,mosquito repellent,功能康复珠宝
calmi,120966.0,192349.0,146894.0,3,2025-04,2025-12,,False,calmi,功能康复珠宝
shamrock cutouts,121015.0,144334.0,132674.5,2,2025-02,2025-03,,False,shamrock,宗教扩展
thunder jacket for dogs anxiety,121279.0,164993.0,146142.0,5,2025-01,2025-06,,False,anxiety,心理健康
hoka ora recovery slide 3,121359.0,192527.0,148103.0,7,2025-03,2025-12,1.2815270453670755,False,recovery,戒断康复
gothic corset tops for women,121436.0,199453.0,175645.5,6,2025-05,2025-10,0.801733344066114,False,gothic,风格审美
saint germain bakery,121462.0,156718.0,139090.0,2,2025-01,2025-02,,False,saint,信仰精神
knee replacement recovery aids,121462.0,151661.0,138353.5,12,2025-01,2025-12,1.1318698900817588,False,recovery,戒断康复
knee surgery recovery equipment,121694.0,168541.0,139001.0,12,2025-01,2025-12,1.2441934137936363,False,recovery,戒断康复
dog mosquito repellent,121803.0,159113.0,140458.0,2,2025-06,2025-07,,False,mosquito repellent,功能康复珠宝
cac card reader military,122036.0,191091.0,150174.0,9,2025-01,2025-09,1.2357454101554606,False,military,军警职业
baptism candle,122279.0,189318.0,155798.5,2,2025-04,2025-05,,False,baptism,身份仪式
military child month shirt,122776.0,122776.0,122776.0,1,2025-04,2025-04,,False,military,军警职业
christmas stocking with initial,122870.0,139328.0,131099.0,2,2025-11,2025-12,,False,initial,个性化定制
a 30-day devotional for women: from fear & anxiety to faith and lasting peace in just 10 minutes a d,123180.0,123180.0,123180.0,1,2025-10,2025-10,,False,anxiety;faith,信仰精神;心理健康
evil eye beads,123405.0,184157.0,131699.0,10,2025-01,2025-10,0.8270562329760965,False,evil eye,信仰精神
breast cancer awareness shirts for women,123437.0,123437.0,123437.0,1,2025-10,2025-10,,False,awareness,疾病康复
the anatomy of anxiety,124119.0,124119.0,124119.0,1,2025-05,2025-05,,False,anxiety,心理健康
mermaid costume toddler,124336.0,124336.0,124336.0,1,2025-10,2025-10,,False,mermaid,风格审美
best friend ornaments for women,124386.0,124386.0,124386.0,1,2025-12,2025-12,,False,best friend*,关系联结
girls mermaid costume,124489.0,187993.0,156241.0,2,2025-09,2025-10,,False,mermaid,风格审美
sympathy wind chimes,124593.0,177959.0,142226.0,9,2025-01,2025-09,1.2480263108381688,False,sympathy,纪念哀悼
fake septum piercing,125394.0,194810.0,140202.0,12,2025-01,2025-12,1.155678613895023,False,septum,身体珠宝穿孔
gothic shoes,125449.0,179022.0,138412.0,4,2025-07,2025-10,,False,gothic,风格审美
will the pigeon graduate book,125681.0,125681.0,125681.0,1,2025-05,2025-05,,False,graduate,成就节点
nike recovery shoes,125720.0,125720.0,125720.0,1,2025-03,2025-03,,False,recovery,戒断康复
mermaid stickers,125809.0,180891.0,143918.0,9,2025-01,2025-09,0.7620817622070546,False,mermaid,风格审美
dangly belly button piercing,126032.0,196481.0,162343.0,8,2025-01,2025-09,1.0427122263747999,False,belly button,身体珠宝穿孔
goth tops for women,126033.0,190112.0,173476.0,7,2025-03,2025-10,0.8368176013922005,False,goth,风格审美
god is above bible verse jar,126248.0,126248.0,126248.0,1,2025-12,2025-12,,False,bible verse,宗教扩展
y2k jersey,126300.0,195875.0,161244.5,4,2025-05,2025-09,,False,y2k,风格审美
goth swimsuits for women,126320.0,155787.0,141053.5,2,2025-05,2025-06,,False,goth,风格审美
ac recovery machine,126401.0,179443.0,138872.0,3,2025-06,2025-08,,False,recovery,戒断康复
goth makeup kit,126577.0,195387.0,160982.0,2,2025-10,2025-12,,False,goth,风格审美
mermaid swimsuit,126602.0,180597.0,130555.0,3,2025-05,2025-07,,False,mermaid,风格审美
gothic accessories for woman,126966.0,198916.0,162941.0,2,2025-09,2025-10,,False,gothic,风格审美
goth tops,127017.0,195249.0,174752.0,9,2025-01,2025-10,0.7833495506839906,False,goth,风格审美
first communion decorations for girls,127047.0,127047.0,127047.0,1,2025-04,2025-04,,False,communion,身份仪式
summer tops y2k,127170.0,136169.0,131669.5,2,2025-05,2025-06,,False,y2k,风格审美
bogg bag insert,127418.0,168088.0,152670.0,3,2025-05,2025-07,,False,bogg bag,charm潮流
y2k keychain,127910.0,199444.0,189328.0,9,2025-01,2025-09,0.7200747769556747,False,y2k,风格审美
goth heels,128029.0,185454.0,154945.0,3,2025-08,2025-10,,False,goth,风格审美
prayer,128257.0,193051.0,167059.0,9,2025-01,2025-12,1.3550088819507993,False,prayer,信仰精神
fake belly button piercing for women magenergy,128408.0,128408.0,128408.0,1,2025-04,2025-04,,False,belly button,身体珠宝穿孔
belly button cleaner,128442.0,128442.0,128442.0,1,2025-12,2025-12,,False,belly button,身体珠宝穿孔
black corset dress gothic,128452.0,128452.0,128452.0,1,2025-10,2025-10,,False,gothic,风格审美
quinceanera dresses for guest,128735.0,187936.0,137895.0,7,2025-03,2025-09,0.7694305147592615,False,quincea*,身份仪式
mermaid net,128794.0,128794.0,128794.0,1,2025-10,2025-10,,False,mermaid,风格审美
firefighter costume accessories,128978.0,128978.0,128978.0,1,2025-10,2025-10,,False,firefighter,军警职业
boo boo crew nurse shirt,129313.0,129313.0,129313.0,1,2025-10,2025-10,,False,nurse,军警职业
ember in the ashes,129514.0,185965.0,149787.5,8,2025-01,2025-08,1.385648697914697,False,ashes,纪念哀悼
military hat,129601.0,196894.0,163247.5,2,2025-09,2025-10,,False,military,军警职业
nurse costume women,129601.0,129601.0,129601.0,1,2025-10,2025-10,,False,nurse,军警职业
saint seiya,129744.0,172259.0,153232.5,12,2025-01,2025-12,1.1338262260828906,False,saint,信仰精神
red prayer book,129947.0,129947.0,129947.0,1,2025-03,2025-03,,False,prayer,信仰精神
goth boots for women,129962.0,181652.0,141140.0,3,2025-08,2025-10,,False,goth,风格审美
nurse week,130085.0,130085.0,130085.0,1,2025-05,2025-05,,False,nurse,军警职业
down syndrome awareness socks,130282.0,130282.0,130282.0,1,2025-03,2025-03,,False,awareness,疾病康复
mermaid pants,130287.0,130287.0,130287.0,1,2025-10,2025-10,,False,mermaid,风格审美
belt y2k,130533.0,177940.0,169331.0,4,2025-07,2025-10,,False,y2k,风格审美
stim machine for muscle recovery,130629.0,186372.0,160291.5,12,2025-01,2025-12,1.2688611117412643,False,recovery,戒断康复
christmas nurse shirt,130861.0,153449.0,142155.0,2,2025-11,2025-12,,False,nurse,军警职业
graphic tees for women y2k,131249.0,177292.0,176590.0,5,2025-02,2025-08,,False,y2k,风格审美
adult firefighter costume,131250.0,131250.0,131250.0,1,2025-10,2025-10,,False,firefighter,军警职业
mermaid hair clips,131365.0,131365.0,131365.0,1,2025-10,2025-10,,False,mermaid,风格审美
blue mermaid top,131507.0,131507.0,131507.0,1,2025-10,2025-10,,False,mermaid,风格审美
best mosquito repellent,131732.0,131732.0,131732.0,1,2025-06,2025-06,,False,mosquito repellent,功能康复珠宝
nurse clogs,131848.0,199916.0,190266.0,9,2025-01,2025-12,0.7404958507717462,False,nurse,军警职业
first communion plates,132162.0,132162.0,132162.0,1,2025-04,2025-04,,False,communion,身份仪式
prayer shawls for women,132232.0,182895.0,148623.0,7,2025-01,2025-07,1.006365098268774,False,prayer,信仰精神
confirmation dresses for teen girls,132524.0,155173.0,143848.5,2,2025-03,2025-04,,False,confirmation,身份仪式
iphone 17 pro max case military grade,132766.0,195515.0,147121.0,4,2025-09,2025-12,,False,military,军警职业
the hunter's prayer,132965.0,194200.0,163582.5,2,2025-04,2025-11,,False,prayer,信仰精神
the prayer of freedom,133085.0,133085.0,133085.0,1,2025-12,2025-12,,False,prayer,信仰精神
nurse accessories costume,133129.0,133129.0,133129.0,1,2025-10,2025-10,,False,nurse,军警职业
y2k sunglasses for women,133329.0,182871.0,169031.5,6,2025-04,2025-10,0.8027032654335983,False,y2k,风格审美
friendship lamps set of 2 long distance,133348.0,172645.0,152996.5,2,2025-11,2025-12,,False,friendship;long distance,关系联结
mermaid face gems,134086.0,134086.0,134086.0,1,2025-10,2025-10,,False,mermaid,风格审美
bible verse pens,134246.0,172999.0,153622.5,2,2025-03,2025-04,,False,bible verse,宗教扩展
military pants,134263.0,187295.0,167116.5,4,2025-01,2025-10,,False,military,军警职业
sweet 16 sash,134274.0,190860.0,159646.0,9,2025-01,2025-09,1.1090798709404566,False,sweet 16,身份仪式
shamrock tattoos temporary,134344.0,134344.0,134344.0,1,2025-03,2025-03,,False,shamrock,宗教扩展
bible verse jar for kids,134372.0,134372.0,134372.0,1,2025-12,2025-12,,False,bible verse,宗教扩展
mermaid shirt,134381.0,134381.0,134381.0,1,2025-10,2025-10,,False,mermaid,风格审美
hoka recovery slides men,134557.0,195988.0,150643.5,6,2025-03,2025-12,1.0964199979125353,False,recovery,戒断康复
nurse shoes for women comfortable,134584.0,181302.0,161827.0,8,2025-01,2025-08,1.1209580431459147,False,nurse,军警职业
refrigerant recovery machine,134640.0,196606.0,163314.0,4,2025-05,2025-08,,False,recovery,戒断康复
mans best friend,134868.0,141512.0,138190.0,2,2025-08,2025-09,,False,best friend*,关系联结
goth room decor,134918.0,186948.0,166834.0,11,2025-01,2025-12,1.1154338910813961,False,goth,风格审美
retirement blanket,135018.0,140193.0,137605.5,2,2025-01,2025-02,,False,retirement,成就节点
nurse cap,135170.0,158751.0,146960.5,2,2025-09,2025-10,,False,nurse,军警职业
y2k dresses,135228.0,179535.0,144197.0,8,2025-02,2025-09,0.9623975822699798,False,y2k,风格审美
jordan 4 military black,135235.0,182737.0,158986.0,2,2025-01,2025-08,,False,military,军警职业
bible verse calendar 2026,135277.0,135277.0,135277.0,1,2025-12,2025-12,,False,bible verse,宗教扩展
engagement christmas ornament 2025,135464.0,160933.0,148198.5,2,2025-11,2025-12,,False,engagement,承诺誓约
cat anxiety relief,135746.0,169083.0,140209.5,10,2025-01,2025-10,1.1030593613870638,False,anxiety,心理健康
disrupting divorce book,135777.0,135777.0,135777.0,1,2025-10,2025-10,,False,divorce*,人生重启
duo costumes for best friends,135958.0,135958.0,135958.0,1,2025-10,2025-10,,False,best friend*,关系联结
y2k graphic tee,136300.0,185871.0,155505.0,3,2025-06,2025-08,,False,y2k,风格审美
prayer beads,136578.0,185003.0,167271.0,11,2025-01,2025-12,1.2123800959232613,False,prayer,信仰精神
gothic halloween costumes women,136723.0,136723.0,136723.0,1,2025-10,2025-10,,False,gothic,风格审美
engagement party dress,137050.0,182984.0,160017.0,2,2025-08,2025-09,,False,engagement,承诺誓约
sexy mermaid costume women,137386.0,137386.0,137386.0,1,2025-10,2025-10,,False,mermaid,风格审美
y2k mens fashion,137450.0,137450.0,137450.0,1,2025-10,2025-10,,False,y2k,风格审美
military costume men,137574.0,137574.0,137574.0,1,2025-10,2025-10,,False,military,军警职业
suicide awareness,137605.0,196927.0,165119.5,4,2025-02,2025-09,,False,awareness,疾病康复
mosquito repellent sticks,137861.0,139164.0,138512.5,2,2025-06,2025-07,,False,mosquito repellent,功能康复珠宝
willow tree friendship figurines,138006.0,138006.0,138006.0,1,2025-12,2025-12,,False,friendship,关系联结
mermaid wedding dress,138178.0,175979.0,169334.0,3,2025-01,2025-03,,False,mermaid,风格审美
vestidos de quincea?era,138523.0,138523.0,138523.0,1,2025-01,2025-01,,False,quincea*,身份仪式
goth wrapping paper,138637.0,138637.0,138637.0,1,2025-12,2025-12,,False,goth,风格审美
saint joseph statue to sell home,138675.0,164470.0,149175.5,6,2025-04,2025-09,1.1719963814419667,False,saint,信仰精神
friendship ornaments,138745.0,138745.0,138745.0,1,2025-12,2025-12,,False,friendship,关系联结
green mermaid skirt,138806.0,138806.0,138806.0,1,2025-10,2025-10,,False,mermaid,风格审美
serenity prayer,138832.0,195629.0,171425.5,10,2025-01,2025-12,1.255029201817002,False,prayer,信仰精神
mosquito repellent spray for body,138872.0,158602.0,148737.0,2,2025-06,2025-07,,False,mosquito repellent,功能康复珠宝
plus size gothic clothing,138902.0,173398.0,152682.5,4,2025-07,2025-10,,False,gothic,风格审美
first communion plates and napkins,139107.0,139107.0,139107.0,1,2025-04,2025-04,,False,communion,身份仪式
mermaid tail adult,139164.0,181479.0,168616.0,3,2025-05,2025-07,,False,mermaid,风格审美
yves saint laurent perfume for men,139316.0,192635.0,165975.5,2,2025-05,2025-06,,False,saint,信仰精神
gothic wallpaper,139360.0,195256.0,166762.0,7,2025-01,2025-10,0.8360496782881939,False,gothic,风格审美
adult mermaid costumes for women,139603.0,139603.0,139603.0,1,2025-10,2025-10,,False,mermaid,风格审美
mermaid swimsuit for girls 4-6,139878.0,183776.0,167491.0,3,2025-05,2025-07,,False,mermaid,风格审美
goth cat tree,140123.0,185361.0,167075.0,9,2025-01,2025-09,0.967594735797897,False,goth,风格审美
gothic boots for women,140227.0,181209.0,160718.0,2,2025-09,2025-10,,False,gothic,风格审美
boys breast cancer awareness shirts,140361.0,140361.0,140361.0,1,2025-10,2025-10,,False,awareness,疾病康复
communion veil for girls,140532.0,140532.0,140532.0,1,2025-04,2025-04,,False,communion,身份仪式
shamrock farms protein drinks,140757.0,172474.0,164860.0,5,2025-04,2025-08,,False,shamrock,宗教扩展
cat urns for ashes,140878.0,195982.0,165021.0,8,2025-01,2025-08,1.2145718627276854,False,ashes,纪念哀悼
saint costume,140890.0,140890.0,140890.0,1,2025-10,2025-10,,False,saint,信仰精神
fake belly button piercing for women secret,141006.0,141006.0,141006.0,1,2025-05,2025-05,,False,belly button,身体珠宝穿孔
blind faith,141056.0,141056.0,141056.0,1,2025-02,2025-02,,False,faith,信仰精神
nurse bags,141410.0,141410.0,141410.0,1,2025-05,2025-05,,False,nurse,军警职业
legacy of ashes the history of the cia,141603.0,141603.0,141603.0,1,2025-07,2025-07,,False,ashes,纪念哀悼
ashes and the star cursed king,141641.0,153725.0,144120.0,3,2025-01,2025-03,,False,ashes,纪念哀悼
mans best friend sabrina carpenter,141739.0,184608.0,170952.0,4,2025-09,2025-12,,False,best friend*,关系联结
first communion balloons,141745.0,141745.0,141745.0,1,2025-04,2025-04,,False,communion,身份仪式
a prayer for owen meany,141801.0,141801.0,141801.0,1,2025-11,2025-11,,False,prayer,信仰精神
y2k rug,142073.0,199803.0,184258.0,6,2025-01,2025-12,1.0702448232082065,False,y2k,风格审美
mosquito repellent indoor home,142175.0,168775.0,155475.0,2,2025-06,2025-07,,False,mosquito repellent,功能康复珠宝
dog anxiety,142227.0,195394.0,191426.0,7,2025-01,2025-12,1.0055478357171963,False,anxiety,心理健康
anxiety hoodie,142232.0,142232.0,142232.0,1,2025-12,2025-12,,False,anxiety,心理健康
gothic crown,142238.0,142238.0,142238.0,1,2025-10,2025-10,,False,gothic,风格审美
like a prayer,142257.0,159517.0,150887.0,2,2025-01,2025-02,,False,prayer,信仰精神
purple mermaid top,142306.0,142306.0,142306.0,1,2025-10,2025-10,,False,mermaid,风格审美
military patches,142346.0,187110.0,159122.0,12,2025-01,2025-12,1.2529537395780568,False,military,军警职业
y2k phone case,142655.0,164432.0,157660.0,11,2025-01,2025-12,1.0208366339457158,False,y2k,风格审美
lego military minifigures,142716.0,183776.0,170053.0,9,2025-01,2025-11,1.072095840283107,False,military,军警职业
nurse outfit,142822.0,142822.0,142822.0,1,2025-10,2025-10,,False,nurse,军警职业
retirement cards,143013.0,184478.0,163745.5,2,2025-05,2025-06,,False,retirement,成就节点
badge reel nurse,143199.0,194066.0,174202.0,7,2025-05,2025-12,1.1223579950544194,False,nurse,军警职业
luvlink friendship lamp,143284.0,143284.0,143284.0,1,2025-12,2025-12,,False,friendship,关系联结
gothic lamp,143301.0,192007.0,171418.0,7,2025-01,2025-12,1.0803007852150883,False,gothic,风格审美
the black divorce,143433.0,166946.0,155189.5,2,2025-02,2025-03,,False,divorce*,人生重启
gingerbread bogg bag,143451.0,143451.0,143451.0,1,2025-11,2025-11,,False,bogg bag,charm潮流
school nurse,143551.0,156471.0,150011.0,2,2025-07,2025-08,,False,nurse,军警职业
thundershirt for dogs anxiety,143591.0,198457.0,171024.0,2,2025-06,2025-07,,False,anxiety,心理健康
student nurse badge reel,143635.0,198952.0,156694.0,3,2025-01,2025-09,,False,nurse,军警职业
cremation urn,143667.0,184663.0,152223.0,5,2025-01,2025-05,,False,cremation,纪念哀悼
tights y2k,143701.0,196393.0,190861.0,3,2025-07,2025-10,,False,y2k,风格审美
goth shorts,143793.0,194473.0,173159.0,6,2025-04,2025-09,1.2034145764004893,False,goth,风格审美
bogg bag medium size,144089.0,197660.0,186144.0,4,2025-02,2025-06,,False,bogg bag,charm潮流
nurse scrubs for women set,144108.0,183487.0,162086.0,8,2025-01,2025-08,1.1929107200378657,False,nurse,军警职业
gothic witch costume,144146.0,144146.0,144146.0,1,2025-10,2025-10,,False,gothic,风格审美
retirement napkins,144184.0,144184.0,144184.0,1,2025-05,2025-05,,False,retirement,成就节点
urn for dog ashes,144334.0,180096.0,163260.0,11,2025-01,2025-11,1.161827449997692,False,ashes,纪念哀悼
funny nurse badge reel,144355.0,197020.0,181859.0,6,2025-02,2025-12,1.069604969055722,False,nurse,军警职业
boonie hats for men military,144390.0,187916.0,169373.0,4,2025-04,2025-07,,False,military,军警职业
nurse clipboard foldable,144556.0,196724.0,185788.0,6,2025-01,2025-09,1.285607770433661,False,nurse,军警职业
zilkee ultra recovery converter 2025,144652.0,181244.0,162948.0,2,2025-11,2025-12,,False,recovery,戒断康复
proud sister of a 2025 graduate shirt,144686.0,144686.0,144686.0,1,2025-05,2025-05,,False,graduate,成就节点
faith shirts for men,144914.0,186756.0,185794.0,3,2025-06,2025-12,,False,faith,信仰精神
goth tights,144963.0,195982.0,146011.0,3,2025-08,2025-10,,False,goth,风格审美
gothic makeup,144963.0,192342.0,168652.5,2,2025-09,2025-10,,False,gothic,风格审美
gothic wedding dress,145005.0,197709.0,166049.0,3,2025-08,2025-10,,False,gothic,风格审美
military flashlight,145270.0,145270.0,145270.0,1,2025-01,2025-01,,False,military,军警职业
first communion candle,145311.0,145311.0,145311.0,1,2025-04,2025-04,,False,communion,身份仪式
womens police officer costume outfit,145337.0,145337.0,145337.0,1,2025-10,2025-10,,False,police officer,军警职业
y2k belts,145599.0,186422.0,168574.0,5,2025-07,2025-12,,False,y2k,风格审美
goth lingerie,145669.0,197181.0,170461.0,10,2025-01,2025-12,0.9334558356856606,False,goth,风格审美
y2k pants men,146086.0,194473.0,175388.0,5,2025-08,2025-12,,False,y2k,风格审美
anxiety book,146292.0,181867.0,164079.5,2,2025-01,2025-02,,False,anxiety,心理健康
christmas nurse sweatshirt,146416.0,146416.0,146416.0,1,2025-12,2025-12,,False,nurse,军警职业
shamrock sweatshirt,146497.0,189090.0,167793.5,2,2025-02,2025-03,,False,shamrock,宗教扩展
military backpack for men,146885.0,190677.0,158233.0,9,2025-01,2025-09,1.0242413650251152,False,military,军警职业
mermaid costume for women,147162.0,147162.0,147162.0,1,2025-10,2025-10,,False,mermaid,风格审美
flextail mosquito repellent,147233.0,183379.0,165306.0,2,2025-06,2025-07,,False,mosquito repellent,功能康复珠宝
mr fluffy friend anti anxiety dog bed,147370.0,147370.0,147370.0,1,2025-01,2025-01,,False,anxiety,心理健康
communion veil,147468.0,147468.0,147468.0,1,2025-04,2025-04,,False,communion,身份仪式
from best friend to fiance,147537.0,147537.0,147537.0,1,2025-12,2025-12,,False,best friend*,关系联结
the captivating story of saint nicholas,147669.0,147669.0,147669.0,1,2025-12,2025-12,,False,saint,信仰精神
shamrock hat,147675.0,147675.0,147675.0,1,2025-03,2025-03,,False,shamrock,宗教扩展
unwinding anxiety,147788.0,199221.0,192207.0,3,2025-01,2025-08,,False,anxiety,心理健康
goth press on nails,147823.0,194228.0,176280.0,5,2025-05,2025-10,,False,goth,风格审美
gothic wall art,147994.0,168502.0,158248.0,2,2025-08,2025-09,,False,gothic,风格审美
military romance,148203.0,184222.0,170913.0,7,2025-01,2025-08,1.1063189373931956,False,military,军警职业
funny saint patricks day shirt,148375.0,148375.0,148375.0,1,2025-03,2025-03,,False,saint,信仰精神
mental health books,148467.0,180372.0,164419.5,2,2025-01,2025-02,,False,mental health,心理健康
retirement cake topper,148497.0,174651.0,161574.0,2,2025-05,2025-06,,False,retirement,成就节点
joico moisture recovery,148556.0,181802.0,177942.5,4,2025-09,2025-12,,False,recovery,戒断康复
divorce s,149126.0,149126.0,149126.0,1,2025-06,2025-06,,False,divorce*,人生重启
mermaid outfit women,149446.0,189524.0,169563.0,4,2025-06,2025-10,,False,mermaid,风格审美
nurse shirts,149576.0,187315.0,176127.0,5,2025-04,2025-09,,False,nurse,军警职业
gothic belt,149595.0,186751.0,168173.0,2,2025-09,2025-10,,False,gothic,风格审美
grief recovery handbook,149887.0,190947.0,164240.0,4,2025-01,2025-09,,False,recovery,戒断康复
anxiety inside out costume,150074.0,150074.0,150074.0,1,2025-10,2025-10,,False,anxiety,心理健康
kids mosquito repellent stickers,150244.0,150244.0,150244.0,1,2025-06,2025-06,,False,mosquito repellent,功能康复珠宝
deviated septum corrector magnet,150276.0,150276.0,150276.0,1,2025-03,2025-03,,False,septum,身体珠宝穿孔
plus size nurse costume,150316.0,150316.0,150316.0,1,2025-10,2025-10,,False,nurse,军警职业
"case with slide camera cover & rotatable ring kickstand, military - grade shockproof protective case",150404.0,150404.0,150404.0,1,2025-09,2025-09,,False,military,军警职业
